Crop,Region,Soil_Type,Soil_pH,Rainfall_mm,Temperature_C,Humidity_pct,Fertilizer_Used_kg,Irrigation,Pesticides_Used_kg,Planting_Density,Previous_Crop,Yield_ton_per_ha
Rice,Region_A,Loam,5.58,924.3,29.5,87.0,241.0,Drip,2.8,22.2,Barley,153.34
Maize,Region_C,Sandy,6.48,1221.3,21.0,79.0,111.0,Sprinkler,28.0,6.0,Wheat,96.19
Maize,Region_A,Loam,6.4,916.3,20.4,42.7,75.2,Flood,34.9,11.8,Maize,69.47
Wheat,Region_C,Loam,6.16,344.4,22.8,77.2,252.5,Sprinkler,27.0,16.1,None,148.25
Barley,Region_B,Sandy,7.42,1252.5,15.2,60.4,296.2,Flood,41.6,12.1,Rice,178.53
Maize,Region_D,Sandy,7.15,1188.8,34.4,45.2,214.7,Sprinkler,15.0,24.1,Rice,147.8
Rice,Region_C,Loam,6.82,1266.4,25.6,51.8,256.3,None,3.3,15.1,Barley,172.29
Wheat,Region_B,Clay,5.83,447.6,30.5,88.3,285.3,Flood,31.7,19.7,Maize,159.16
Rice,Region_B,Sandy,6.97,553.1,20.2,59.0,107.1,None,36.5,19.0,Maize,72.75
Rice,Region_C,Loam,6.95,584.5,29.9,73.2,137.6,Sprinkler,38.3,21.7,Rice,90.11
Maize,Region_D,Sandy,6.35,860.5,26.3,58.6,104.8,Flood,0.6,22.3,None,89.99
Wheat,Region_B,Sandy,7.35,374.0,23.5,52.3,65.4,Drip,33.7,14.3,Barley,46.5
Barley,Region_C,Sandy,5.83,701.0,34.4,77.8,233.1,Drip,1.0,22.3,Barley,140.86
Barley,Region_D,Sandy,6.03,436.8,24.9,80.9,86.4,Flood,38.7,18.1,Maize,65.19
Maize,Region_D,Sandy,5.63,544.2,28.1,34.3,73.2,None,35.2,18.7,Barley,55.87
Maize,Region_B,Clay,7.09,1118.3,15.3,46.7,139.4,Sprinkler,28.4,8.5,Wheat,105.47
Wheat,Region_A,Clay,6.74,1311.3,21.0,60.5,65.1,None,25.3,9.9,Maize,70.56
Barley,Region_A,Clay,6.13,229.8,32.8,49.0,94.9,None,35.8,18.8,Rice,58.88
Barley,Region_B,Loam,5.83,935.7,30.2,77.0,67.5,Flood,2.9,10.3,Barley,67.69
Barley,Region_D,Clay,5.58,246.9,25.7,36.9,269.3,Drip,41.6,14.8,Maize,140.87
Rice,Region_B,Clay,5.83,310.8,33.0,77.9,244.9,Sprinkler,10.1,14.8,None,137.87
Barley,Region_C,Loam,6.41,1116.6,24.7,67.1,264.9,None,23.9,9.7,None,173.45
Rice,Region_A,Clay,5.99,1156.3,26.3,47.4,267.1,Drip,24.3,16.3,Wheat,163.54
Wheat,Region_C,Sandy,6.02,1258.2,22.6,50.7,286.1,None,38.9,16.3,Rice,182.05
Rice,Region_B,Clay,7.25,816.5,27.4,41.0,96.7,Flood,9.6,7.6,None,91.1
Wheat,Region_B,Clay,6.53,1317.7,21.4,45.2,275.0,Flood,15.0,12.6,Maize,180.29
Barley,Region_D,Clay,6.96,416.9,22.7,73.0,181.3,None,33.2,12.3,Barley,113.39
Barley,Region_D,Sandy,5.57,524.6,34.3,52.6,91.6,Drip,20.6,16.2,None,68.26
Wheat,Region_D,Sandy,6.23,374.9,17.2,71.2,213.9,None,14.9,20.0,None,119.99
Maize,Region_C,Sandy,6.46,1236.8,17.1,60.8,131.8,Sprinkler,31.1,5.4,Wheat,111.09
Wheat,Region_D,Sandy,5.87,497.3,15.9,38.7,61.6,None,4.3,7.7,Barley,54.88
Maize,Region_B,Loam,5.74,402.2,21.4,59.9,69.7,Sprinkler,39.5,11.0,Barley,46.73
Rice,Region_D,Sandy,7.24,1010.0,23.0,75.4,155.9,None,26.2,21.2,None,107.36
Rice,Region_A,Sandy,7.38,300.2,16.9,47.9,256.6,Sprinkler,10.3,14.6,Barley,133.84
Rice,Region_D,Sandy,5.66,258.4,26.0,68.9,127.8,Drip,20.4,15.2,Rice,72.46
Barley,Region_C,Sandy,6.2,338.7,26.7,41.9,241.5,None,6.6,13.2,Rice,141.93
Rice,Region_A,Loam,7.42,200.3,30.0,38.1,63.9,None,30.8,13.3,None,44.11
Maize,Region_A,Clay,5.67,1106.1,34.5,51.6,148.4,Sprinkler,33.5,24.6,None,120.2
Rice,Region_A,Clay,6.79,930.9,27.4,53.4,81.9,Flood,20.3,23.0,Rice,69.19
Wheat,Region_C,Sandy,7.44,472.8,17.2,75.7,265.9,Drip,17.0,19.5,Barley,145.56
Wheat,Region_B,Sandy,7.46,502.9,16.8,57.6,292.0,Flood,42.5,11.5,Wheat,162.48
Barley,Region_D,Sandy,6.44,1254.3,30.6,34.9,131.4,Flood,28.8,15.3,Wheat,110.93
Wheat,Region_A,Clay,5.83,852.4,28.0,68.0,297.2,None,33.4,18.8,Wheat,179.07
Maize,Region_A,Clay,5.9,1108.1,18.2,58.2,238.1,None,6.4,12.9,Barley,159.42
Rice,Region_A,Sandy,7.28,788.6,20.1,49.9,50.3,None,35.7,15.5,Wheat,54.9
Barley,Region_B,Clay,7.32,509.0,30.0,78.1,171.3,Flood,22.2,7.9,Rice,109.36
Rice,Region_B,Loam,6.72,1461.5,26.3,39.3,258.5,Drip,18.3,6.9,Barley,181.78
Rice,Region_C,Sandy,7.03,935.3,26.7,84.8,183.5,Sprinkler,46.5,8.3,Rice,130.63
Maize,Region_B,Sandy,6.98,370.3,19.2,50.0,187.5,Sprinkler,2.7,20.1,Barley,96.4
Wheat,Region_D,Loam,6.82,727.9,27.6,57.7,161.9,Sprinkler,9.8,8.8,Wheat,108.25
Wheat,Region_C,Loam,7.15,628.1,30.4,85.8,148.8,Drip,18.8,23.5,Wheat,103.54
Rice,Region_C,Clay,6.87,478.3,32.7,75.7,56.8,Flood,16.2,12.4,None,61.91
Barley,Region_D,Loam,6.57,1413.5,29.7,34.5,205.4,Flood,25.5,8.4,Maize,150.54
Wheat,Region_D,Sandy,5.97,1345.2,26.5,64.7,241.7,Drip,20.0,21.5,Rice,155.52
Barley,Region_D,Clay,6.99,458.9,28.5,48.6,247.5,None,39.4,14.1,Wheat,150.34
Wheat,Region_C,Loam,6.45,657.8,24.7,60.5,206.2,Drip,38.4,12.8,Barley,121.69
Barley,Region_C,Clay,6.09,1191.0,19.5,74.6,135.3,Flood,38.6,11.6,None,109.58
Maize,Region_C,Clay,7.1,471.1,32.6,59.8,55.7,Sprinkler,18.5,11.6,Rice,51.19
Barley,Region_D,Clay,6.89,969.0,25.7,34.3,273.9,Sprinkler,20.4,18.3,Wheat,171.79
Maize,Region_D,Clay,7.37,1109.7,26.9,61.8,157.3,Sprinkler,36.0,15.8,None,106.65
Maize,Region_A,Loam,5.83,1050.2,34.8,31.4,200.3,None,6.2,14.4,Wheat,136.8
Barley,Region_B,Sandy,6.8,1118.3,34.7,50.9,98.6,None,42.6,13.9,Wheat,81.94
Maize,Region_A,Sandy,5.99,1118.7,26.7,58.7,85.5,Drip,27.1,7.8,Wheat,83.92
Rice,Region_D,Loam,7.31,1454.2,15.7,68.7,71.7,Sprinkler,42.4,21.6,None,78.19
Maize,Region_C,Sandy,5.7,650.4,22.9,60.4,249.7,None,39.7,23.5,Maize,138.32
Wheat,Region_D,Clay,6.81,1342.2,33.7,39.1,211.6,Flood,18.7,21.0,Wheat,156.36
Barley,Region_B,Clay,7.08,228.3,20.8,85.9,205.3,Drip,5.1,14.0,Rice,107.32
Rice,Region_A,Clay,6.21,574.7,35.0,69.0,279.8,Flood,46.0,24.4,None,164.81
Barley,Region_A,Loam,7.41,263.3,16.7,49.0,89.7,Flood,17.2,17.4,Wheat,52.4
Wheat,Region_C,Clay,7.2,1046.6,26.4,88.0,92.6,Sprinkler,18.7,20.5,None,87.32
Wheat,Region_A,Clay,6.09,331.0,25.3,83.0,97.4,Flood,45.5,19.8,Rice,67.82
Wheat,Region_A,Loam,5.52,1299.4,20.1,38.6,155.8,Sprinkler,45.9,19.2,Rice,122.09
Maize,Region_D,Clay,6.09,1040.6,34.0,69.3,268.6,Drip,13.1,17.8,Barley,171.78
Maize,Region_A,Clay,6.06,237.5,27.4,63.6,270.4,Flood,4.4,9.2,Barley,145.6
Barley,Region_A,Sandy,7.28,1129.2,19.6,41.6,197.6,Sprinkler,0.1,10.9,Maize,130.57
Barley,Region_A,Loam,7.43,1320.6,22.7,44.0,214.5,Flood,21.9,22.7,Barley,148.47
Rice,Region_C,Clay,5.64,1059.5,29.4,63.8,274.4,None,28.4,8.6,None,177.26
Rice,Region_C,Clay,6.44,239.7,21.0,49.3,206.1,None,13.5,8.0,Barley,124.21
Barley,Region_D,Clay,6.6,1315.3,32.6,80.1,107.4,Flood,13.0,10.7,None,102.53
Maize,Region_A,Clay,5.69,1152.2,18.3,35.9,226.2,None,17.8,12.2,None,154.9
Wheat,Region_C,Sandy,6.25,692.0,20.3,84.8,242.5,Drip,13.2,16.1,Maize,145.53
Barley,Region_C,Sandy,6.13,627.2,17.9,80.4,208.8,None,42.9,17.1,None,129.43
Rice,Region_D,Sandy,6.57,823.8,17.1,74.3,118.4,Drip,32.1,20.8,Barley,76.59
Maize,Region_B,Sandy,6.82,1327.2,21.0,45.8,150.0,Sprinkler,41.4,6.5,Barley,115.41
Barley,Region_A,Loam,6.91,527.7,35.0,72.9,167.6,Drip,43.0,9.2,Wheat,110.15
Barley,Region_C,Clay,5.77,331.3,16.9,56.3,86.3,Sprinkler,21.8,15.1,Maize,60.08
Maize,Region_D,Sandy,7.13,1324.0,19.3,68.0,163.1,None,23.9,10.0,Rice,122.41
Barley,Region_D,Clay,6.86,234.2,20.4,48.8,90.3,Sprinkler,48.9,22.5,Rice,49.71
Maize,Region_D,Loam,7.28,1384.3,27.4,80.2,174.9,None,40.8,17.8,Wheat,134.1
Wheat,Region_C,Clay,6.4,597.5,29.9,32.4,62.7,Sprinkler,39.9,14.8,Barley,53.08
Maize,Region_A,Clay,7.29,860.7,30.0,71.5,287.1,Drip,29.2,5.0,Maize,180.07
Maize,Region_B,Sandy,7.23,372.0,15.2,79.7,111.6,Flood,23.1,22.2,Barley,73.52
Maize,Region_A,Sandy,6.38,1372.9,28.0,68.8,166.8,Flood,44.7,14.2,Wheat,137.93
Barley,Region_D,Loam,6.26,1174.8,27.6,41.5,58.2,Flood,40.2,15.6,Rice,75.42
Barley,Region_D,Clay,7.37,1401.4,25.4,47.1,98.2,Sprinkler,25.8,19.0,Maize,94.85
Maize,Region_B,Sandy,6.93,1088.2,22.6,60.9,223.3,Flood,13.5,23.7,Barley,150.56
Barley,Region_A,Sandy,7.36,440.1,30.9,49.8,78.0,None,7.4,8.2,None,68.56
Rice,Region_D,Sandy,7.09,600.7,21.9,30.3,207.0,None,27.6,6.4,None,123.9
Rice,Region_D,Loam,6.72,832.9,19.6,32.4,50.5,Drip,14.8,7.4,None,55.03
Barley,Region_A,Clay,5.73,989.4,21.2,76.1,166.3,Sprinkler,13.2,19.8,Rice,117.05
Barley,Region_D,Sandy,6.08,1404.4,23.8,35.0,230.3,Drip,5.3,7.6,None,162.13
Maize,Region_A,Clay,7.44,699.1,19.3,85.7,281.6,Flood,1.7,15.0,None,161.26
Wheat,Region_D,Loam,6.14,1114.0,27.2,56.6,173.2,Sprinkler,39.2,19.1,Wheat,132.0
Barley,Region_A,Clay,5.69,1449.3,32.7,75.5,260.1,Drip,5.4,19.3,Wheat,175.48
Rice,Region_B,Sandy,6.92,398.1,26.9,37.5,250.6,None,44.4,13.1,Wheat,151.91
Maize,Region_D,Clay,6.97,1321.5,23.9,85.6,123.9,Flood,10.7,19.0,Barley,114.57
Barley,Region_B,Clay,6.07,746.9,30.9,32.0,268.7,Flood,38.0,24.0,None,164.19
Rice,Region_D,Loam,6.1,1152.1,30.0,32.5,210.1,Flood,41.1,5.6,Rice,145.64
Rice,Region_D,Loam,6.44,581.6,22.3,33.3,76.0,Drip,39.6,18.4,None,56.02
Wheat,Region_C,Clay,5.54,634.2,27.1,36.2,284.8,Flood,43.6,15.5,None,167.2
Maize,Region_A,Clay,7.08,235.3,29.6,59.2,94.2,None,17.0,9.3,Barley,65.48
Maize,Region_B,Clay,6.13,1462.8,19.9,77.3,167.6,Flood,49.3,11.2,Wheat,128.24
Wheat,Region_B,Loam,7.21,1257.5,22.3,47.1,166.6,Drip,14.0,21.7,None,132.82
Wheat,Region_B,Loam,7.11,322.1,17.1,74.7,206.3,Drip,46.7,16.7,Maize,121.36
Maize,Region_A,Clay,6.82,1499.4,34.8,76.4,216.2,Flood,21.9,5.3,Maize,159.51
Maize,Region_C,Loam,6.15,986.5,16.7,84.5,108.2,Flood,2.8,24.3,Wheat,91.02
Barley,Region_B,Sandy,6.53,1309.8,18.4,39.0,138.1,Drip,39.2,18.3,Wheat,107.46
Barley,Region_A,Loam,6.39,286.7,24.6,38.1,86.1,None,39.4,13.9,None,56.06
Wheat,Region_D,Loam,6.18,706.3,32.3,37.3,81.5,None,9.9,19.2,Maize,79.48
Barley,Region_B,Loam,7.2,1070.5,22.1,51.6,256.3,Flood,41.2,9.1,Rice,170.66
Rice,Region_B,Sandy,6.47,338.4,30.4,59.4,237.7,Flood,7.9,10.2,Rice,137.57
Barley,Region_C,Sandy,7.17,835.6,28.5,57.7,160.7,Flood,7.6,8.0,Maize,111.46
Barley,Region_B,Sandy,5.71,775.5,27.8,45.4,74.0,Drip,40.4,12.9,Wheat,65.45
Rice,Region_B,Clay,5.78,480.9,31.9,67.3,162.5,Sprinkler,14.5,23.1,Barley,101.91
Wheat,Region_D,Clay,7.45,590.4,15.3,50.3,123.6,Sprinkler,3.8,12.8,Barley,78.7
Rice,Region_A,Sandy,6.68,1457.3,33.6,52.0,244.5,Drip,47.8,10.8,Rice,175.95
Barley,Region_A,Clay,6.52,575.2,31.6,36.3,74.2,Flood,27.9,19.1,Wheat,65.9
Wheat,Region_C,Clay,6.55,477.5,33.8,65.5,162.8,Sprinkler,22.4,22.4,None,101.22
Barley,Region_D,Clay,5.93,897.1,30.9,69.3,197.8,Drip,25.2,9.9,Maize,134.33
Rice,Region_A,Sandy,6.94,1072.2,32.6,75.5,296.4,Drip,33.5,21.2,Rice,183.25
Rice,Region_D,Loam,5.67,1142.6,19.1,84.2,72.4,None,43.1,11.1,Barley,73.96
Barley,Region_A,Sandy,6.65,1180.5,21.4,76.0,78.5,Drip,33.6,9.9,Barley,74.71
Maize,Region_D,Sandy,6.64,247.9,21.3,44.1,297.0,Flood,37.0,14.5,None,159.06
Maize,Region_C,Clay,7.33,711.9,17.2,44.1,151.4,None,9.0,6.3,None,101.09
Rice,Region_B,Clay,6.55,1206.1,29.6,84.9,235.9,Sprinkler,19.2,22.2,Barley,163.08
Rice,Region_C,Loam,5.77,1376.3,17.7,77.4,245.9,Drip,29.2,22.5,Wheat,164.72
Maize,Region_A,Loam,6.65,982.9,16.1,76.9,128.6,None,31.0,18.5,Barley,99.39
Maize,Region_C,Loam,5.68,268.0,30.5,73.2,103.6,Drip,13.5,11.1,Maize,61.16
Barley,Region_B,Loam,5.91,715.6,33.1,46.0,119.0,Drip,48.7,8.3,Wheat,89.17
Barley,Region_C,Sandy,5.56,296.5,30.3,80.8,241.1,None,5.9,19.0,None,146.56
Maize,Region_A,Loam,6.53,1173.1,31.5,38.6,260.1,Sprinkler,5.6,7.1,None,169.69
Barley,Region_A,Sandy,5.67,282.6,26.9,51.0,224.9,Drip,11.5,13.2,None,119.64
Barley,Region_C,Clay,6.44,441.5,32.8,50.8,160.3,Flood,37.7,6.8,Maize,104.44
Wheat,Region_B,Loam,7.37,742.0,24.9,63.6,115.6,Sprinkler,1.8,13.5,None,86.47
Barley,Region_C,Clay,6.94,801.4,34.8,57.8,156.3,Sprinkler,49.4,7.7,Wheat,111.44
Rice,Region_B,Clay,5.65,728.4,17.1,57.6,278.6,Drip,49.4,5.6,None,170.93
Barley,Region_D,Sandy,5.95,802.4,31.2,63.2,265.8,Sprinkler,8.0,14.0,None,159.66
Barley,Region_B,Loam,6.85,1127.2,27.8,54.9,130.8,None,20.1,16.4,Barley,101.37
Maize,Region_D,Sandy,7.29,680.0,26.6,45.0,132.0,None,10.2,13.8,Barley,94.44
Rice,Region_C,Clay,5.57,912.1,29.5,69.8,245.0,Sprinkler,20.4,8.5,Maize,160.96
Barley,Region_B,Loam,7.12,594.4,31.8,77.4,156.6,Drip,26.6,6.5,Wheat,103.68
Barley,Region_D,Clay,6.62,659.7,32.3,58.7,193.2,Flood,41.1,7.5,Wheat,122.49
Wheat,Region_D,Clay,6.59,997.9,18.5,69.0,155.6,Drip,1.8,19.5,Barley,113.05
Barley,Region_D,Loam,7.42,837.6,18.9,62.1,110.6,Drip,49.3,5.3,Wheat,87.88
Barley,Region_A,Loam,7.0,1139.9,15.3,33.5,97.2,Drip,47.0,22.3,None,78.62
Wheat,Region_C,Loam,7.2,928.7,17.6,55.4,84.9,Sprinkler,28.5,21.8,Maize,68.88
Maize,Region_D,Sandy,6.21,1244.6,20.3,30.6,52.9,Sprinkler,24.0,22.6,Barley,67.4
Barley,Region_B,Sandy,6.61,776.4,29.4,69.7,120.2,Drip,27.5,22.6,None,92.72
Wheat,Region_D,Clay,6.73,838.3,24.5,60.5,92.9,Flood,0.9,18.4,Barley,87.36
Rice,Region_A,Loam,6.14,1071.0,30.2,37.6,114.5,Drip,36.9,21.9,Barley,94.85
Maize,Region_C,Clay,6.64,487.6,24.7,62.5,69.0,Flood,24.8,19.6,Maize,55.29
Rice,Region_A,Clay,5.97,701.7,26.1,83.9,135.4,Drip,14.3,11.0,Maize,90.65
Rice,Region_A,Clay,5.79,1012.3,17.2,50.4,180.0,Flood,23.1,20.1,Barley,127.09
Wheat,Region_A,Clay,6.25,237.5,30.5,88.9,286.1,Drip,14.6,17.3,None,150.79
Barley,Region_B,Clay,6.98,768.1,30.2,87.6,136.8,None,35.0,5.5,Rice,97.43
Wheat,Region_C,Loam,7.33,978.5,21.2,77.1,57.8,Sprinkler,30.7,20.7,None,57.74
Wheat,Region_C,Sandy,6.42,1457.6,21.6,78.8,140.6,Drip,19.4,22.4,Wheat,107.79
Wheat,Region_B,Loam,6.79,1340.1,19.4,54.6,254.3,Sprinkler,15.7,15.3,Barley,184.7
Wheat,Region_C,Loam,5.71,565.0,31.3,54.2,135.0,Drip,43.9,14.7,Barley,94.72
Maize,Region_A,Loam,7.31,859.4,29.9,87.3,122.9,Sprinkler,34.1,13.5,Maize,97.26
Barley,Region_C,Sandy,6.64,273.3,27.2,52.0,279.7,None,35.8,19.4,Wheat,158.03
Rice,Region_B,Sandy,7.06,513.0,19.8,35.8,124.3,Sprinkler,30.9,9.3,Rice,88.63
Rice,Region_A,Sandy,7.09,1207.3,18.4,39.2,292.6,None,3.8,20.5,Rice,187.01
Barley,Region_B,Loam,6.01,360.3,16.0,72.6,258.2,Sprinkler,3.0,10.8,Maize,147.45
Rice,Region_D,Sandy,6.56,535.0,15.9,53.0,221.1,Drip,21.5,10.2,Rice,127.28
Barley,Region_A,Clay,7.42,1427.3,18.7,42.0,199.6,Flood,46.5,21.2,Barley,145.5
Rice,Region_A,Sandy,5.68,1271.0,17.0,78.8,106.2,Sprinkler,26.2,8.5,Rice,86.95
Wheat,Region_C,Loam,6.87,1216.4,26.1,59.3,232.6,None,43.8,22.3,Rice,159.02
Rice,Region_A,Loam,7.42,1323.9,22.2,64.1,136.8,None,4.8,24.6,None,109.91
Barley,Region_B,Clay,6.1,1174.5,23.9,39.2,171.4,Sprinkler,36.2,11.4,Rice,125.05
Barley,Region_C,Sandy,7.22,356.8,26.9,41.6,76.0,None,12.3,23.6,None,58.23
Barley,Region_D,Sandy,7.37,871.5,28.2,37.6,124.0,None,26.2,16.3,Wheat,95.3
Barley,Region_B,Clay,6.99,777.5,28.0,60.9,182.3,None,14.6,10.2,None,125.23
Barley,Region_D,Loam,5.96,604.5,20.2,76.5,167.0,None,35.6,14.1,Wheat,102.72
Maize,Region_D,Loam,6.17,1284.3,31.2,73.9,135.9,Sprinkler,20.0,21.0,Maize,114.63
Maize,Region_D,Sandy,5.57,803.4,33.4,45.7,168.0,Drip,23.1,18.3,Barley,111.58
Rice,Region_A,Sandy,7.16,278.4,21.3,81.1,236.2,Drip,12.3,14.9,Maize,129.83
Barley,Region_B,Sandy,7.2,557.5,15.3,36.3,164.8,None,14.1,10.1,Maize,100.65
Rice,Region_B,Sandy,6.77,497.2,33.0,36.8,176.5,Flood,9.0,19.5,Maize,104.7
Barley,Region_A,Sandy,6.21,1353.7,33.5,81.0,225.3,Sprinkler,27.7,11.3,Wheat,157.9
Barley,Region_C,Loam,5.65,1041.7,16.0,44.7,260.4,Sprinkler,7.2,11.6,Rice,167.54
Maize,Region_D,Loam,7.01,928.5,15.1,72.5,181.7,Flood,13.4,19.9,None,117.15
Maize,Region_B,Loam,6.95,858.6,31.3,30.5,287.0,Sprinkler,26.5,16.2,Maize,172.2
Wheat,Region_A,Loam,7.33,1045.1,21.0,35.6,138.4,Flood,13.7,8.7,Maize,110.97
Maize,Region_D,Clay,6.96,1181.3,33.3,66.6,113.1,Drip,29.4,18.7,Rice,105.74
Wheat,Region_C,Loam,7.16,920.7,19.3,40.9,223.3,Drip,0.7,10.2,Maize,147.29
Wheat,Region_C,Clay,6.99,1419.8,32.2,31.7,93.9,Drip,48.7,20.2,Wheat,104.52
Wheat,Region_D,Loam,6.76,1469.9,16.4,58.0,275.0,Drip,36.5,14.6,Wheat,191.7
Wheat,Region_C,Sandy,6.35,1493.9,20.2,49.8,146.6,None,25.2,16.9,Rice,121.71
Wheat,Region_B,Sandy,7.3,1070.2,34.5,78.1,224.5,None,46.0,17.0,Wheat,161.2
Rice,Region_B,Sandy,6.8,1412.4,19.6,79.1,192.5,Sprinkler,43.5,7.9,Maize,150.34
Maize,Region_B,Clay,6.3,725.8,17.7,66.9,63.6,Flood,18.3,18.0,Maize,56.75
Wheat,Region_C,Loam,5.67,1317.5,32.1,47.6,227.3,Flood,5.8,22.3,Barley,160.85
Barley,Region_B,Loam,6.08,1381.9,17.4,57.7,247.5,None,12.6,22.8,Barley,165.38
Maize,Region_A,Clay,6.59,1375.4,16.9,72.1,295.6,Flood,10.4,18.8,Rice,191.96
Maize,Region_B,Clay,6.05,1280.1,21.5,34.2,154.0,Drip,37.5,24.4,Maize,111.93
Wheat,Region_B,Clay,5.94,728.6,27.7,49.9,175.7,Flood,27.4,17.0,Maize,112.32
Rice,Region_C,Clay,6.55,406.6,29.2,79.3,268.7,Drip,42.5,10.1,None,156.36
Wheat,Region_B,Clay,5.84,634.1,32.6,54.4,117.3,Sprinkler,24.5,18.2,Wheat,79.07
Rice,Region_D,Sandy,7.1,1197.5,25.8,67.5,97.3,Flood,38.5,23.2,Rice,88.17
Barley,Region_A,Loam,6.47,502.8,22.9,35.8,83.2,Drip,16.2,12.2,Rice,64.06
Maize,Region_C,Clay,6.65,821.8,22.2,76.6,294.6,Sprinkler,30.1,10.3,Wheat,174.95
Barley,Region_A,Sandy,5.79,935.0,31.9,36.0,117.6,Sprinkler,32.0,24.3,None,98.99
Rice,Region_D,Clay,6.15,985.0,29.5,81.7,239.3,Sprinkler,38.0,20.3,Barley,161.08
Rice,Region_C,Sandy,6.32,1416.4,33.1,36.4,162.4,Flood,40.0,6.0,None,127.22
Barley,Region_C,Clay,7.12,1059.9,34.3,83.5,110.1,Drip,13.8,16.2,Barley,91.52
Rice,Region_B,Loam,7.04,1222.2,21.0,51.8,278.3,None,19.3,9.7,Barley,180.24
Barley,Region_A,Clay,5.95,956.4,25.6,67.5,166.0,None,10.4,10.7,None,113.49
Maize,Region_D,Clay,6.73,1283.7,27.6,80.8,191.5,Drip,37.4,6.8,Rice,147.95
Barley,Region_D,Loam,5.99,542.8,18.3,30.6,105.6,Sprinkler,13.5,9.6,Maize,70.68
Maize,Region_C,Loam,7.48,472.8,16.1,45.9,131.0,None,19.6,15.1,Rice,87.46
Barley,Region_B,Clay,7.4,1404.2,32.4,84.5,236.9,Flood,40.2,6.6,Maize,159.57
Rice,Region_C,Loam,6.63,1101.5,25.7,53.3,135.8,Sprinkler,17.0,22.8,Rice,102.22
Barley,Region_C,Loam,6.9,1073.0,26.4,72.4,176.5,None,14.6,20.5,None,120.29
Rice,Region_C,Sandy,7.1,807.5,26.1,38.4,78.6,Drip,32.6,12.6,None,62.52
Barley,Region_C,Loam,6.94,689.7,30.1,70.7,262.5,None,48.8,7.6,None,155.38
Barley,Region_D,Loam,6.9,922.4,17.9,34.4,234.4,Flood,3.1,24.9,Maize,150.29
Wheat,Region_D,Clay,7.42,356.7,27.3,73.0,240.2,Drip,41.7,16.3,Rice,143.93
Rice,Region_C,Clay,6.69,791.1,24.4,49.4,94.5,None,6.1,13.5,Barley,74.85
Wheat,Region_C,Sandy,6.77,792.0,32.9,58.0,173.8,None,17.2,9.0,Rice,117.65
Rice,Region_B,Clay,7.2,899.8,25.4,40.0,56.9,None,20.8,9.1,Rice,62.22
Wheat,Region_C,Loam,6.84,1025.1,33.9,67.7,128.8,Sprinkler,35.9,20.9,Wheat,98.29
Maize,Region_D,Loam,6.97,1444.5,22.1,50.3,137.0,Sprinkler,46.3,15.4,Rice,116.14
Barley,Region_A,Loam,5.97,1047.8,34.3,53.0,278.4,Flood,5.1,24.7,Barley,187.93
Rice,Region_D,Clay,6.24,1348.8,32.5,69.1,298.2,None,37.2,24.1,Rice,198.0
Rice,Region_B,Loam,5.79,923.2,26.7,40.7,204.4,Flood,16.1,9.1,Wheat,145.67
Barley,Region_D,Loam,6.51,1015.0,22.1,81.1,179.2,Drip,45.1,25.0,Wheat,124.59
Rice,Region_A,Sandy,6.41,290.8,22.5,74.4,160.0,Flood,13.9,24.7,Barley,90.12
Rice,Region_C,Sandy,7.49,373.2,30.5,64.7,54.6,Sprinkler,34.7,21.0,Rice,49.81
Wheat,Region_A,Sandy,6.72,953.6,26.6,37.7,250.0,None,8.2,12.8,None,165.25
Rice,Region_C,Clay,7.07,714.4,23.0,71.2,218.0,Sprinkler,47.9,9.5,None,132.55
Maize,Region_C,Loam,6.17,1238.5,27.7,31.1,212.3,Drip,0.2,7.1,Wheat,150.67
Maize,Region_D,Loam,7.16,906.1,29.7,78.3,252.3,Sprinkler,11.6,6.0,Barley,158.96
Barley,Region_D,Loam,6.73,1347.0,15.5,48.2,282.0,None,33.8,21.4,None,177.61
Rice,Region_D,Sandy,6.89,1464.0,16.8,37.0,147.4,Sprinkler,42.7,23.9,Wheat,114.37
Barley,Region_B,Loam,6.09,391.9,16.9,39.9,156.6,None,49.7,20.5,Wheat,92.41
Maize,Region_D,Loam,6.6,713.3,19.6,87.8,293.8,Flood,8.7,20.2,Rice,177.97
Rice,Region_B,Loam,6.77,1064.5,23.5,76.4,216.1,None,15.4,13.3,Barley,148.94
Rice,Region_D,Loam,6.68,597.1,31.1,44.3,262.8,Flood,44.6,17.8,None,150.95
Barley,Region_C,Loam,7.33,547.1,22.0,87.8,105.4,Drip,1.6,18.4,Rice,67.9
Maize,Region_B,Clay,7.3,1257.9,15.3,38.4,129.3,Drip,36.7,10.1,Maize,101.08
Rice,Region_A,Loam,7.44,1474.5,24.7,74.0,147.9,Sprinkler,21.2,19.8,Barley,118.34
Barley,Region_B,Clay,6.83,1205.9,34.9,69.4,129.2,Drip,34.4,7.9,Wheat,103.35
Maize,Region_B,Loam,7.44,880.8,22.0,79.3,271.1,None,26.2,10.9,Rice,156.25
Barley,Region_A,Clay,7.16,775.3,34.2,52.9,177.9,Sprinkler,31.4,16.8,None,106.84
Wheat,Region_B,Loam,6.04,901.5,17.0,54.1,288.4,Sprinkler,33.3,15.8,Wheat,161.85
Rice,Region_C,Loam,6.35,801.7,18.5,67.5,130.3,Flood,31.6,19.1,Wheat,85.15
